substrate identification,substrate name,substrate class in database,pH,carbon,nitrogen,sugar,fat,protein,lignin,dry matter,organic matter,state,pretreatment,pretreatment type,chemical oxygen demand (COD),Methane yield,Methane yield2,organic loading,organic loading3,experimental scale,reactor liquid volume,reactor gas volume,reactor liquid-to-gas ratio,configuration,buffer type used,buffer type final concentration,enzyme addition to reactor,enzyme brand,microorganisms addition to reactor,microorganism brand,mixing in reactor,rotation velocity,biomass preadaptation to substrates,duration of preadaptation,biomass dilution in reactor,biomass dilution factor,biomass preincubation,preincubation time,particle size of substrate decrease before addition to reactor,particle size of substrate before decrease,particle size of biomass decrease before addition to reactor,biomass dry matter,biomass organic matter,biomass organic matter4,biomass pH,biomass volatile organic acids (VOA),biomass total organic carbon (TOC),VOA/TOC,total nitrogen,ammonium nitrogen,ammonia,chemical oxygen demand (COD)5,temperature range,experimental temperature of anaerobic digestion,additional factor 1,additional factor 2,dry matter6,organic matter7,organic matter8,pH9,volatile organic acids (VOA),total organic carbon (TOC),VOA/TOC10,total nitrogen11,ammonium nitrogen12,ammonia13,chemical oxygen demand (COD)14,additional factor 115,additional factor 216,reference for citation
grass,grass,agricultural,,,,17,3,17.1,3,89,91.12359551,solid,yes,physical,,381.6,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 22,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 48.5,ADF substrate (% TS)= 27.1,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01257"
grass,grass,agricultural,,,,16.8,2.5,14.2,2.1,90.2,92.57206208,solid,yes,physical,,422.4,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 21.9,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 49.9,ADF substrate (% TS)= 27,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01258"
grass,grass,agricultural,,,,15.8,2.1,12.4,3.8,88.2,91.72335601,solid,yes,physical,,388.96,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25.7,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 54.3,ADF substrate (% TS)= 31.1,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01259"
grass,grass,agricultural,,,,18.3,2,9.8,2.5,91.3,93.53778751,solid,yes,physical,,369.05,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 24.5,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 55.1,ADF substrate (% TS)= 31.6,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01260"
grass,grass,agricultural,,,,18.5,1.6,6.7,3.7,91.2,94.18859649,solid,yes,physical,,355.3,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 60,ADF substrate (% TS)= 34.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01261"
grass,grass,agricultural,,,,21.9,2.1,7.2,2.8,89.4,92.17002237,solid,yes,physical,,325.89,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 20.9,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 50,ADF substrate (% TS)= 28.7,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01262"
grass,grass,agricultural,,,,15.4,3.5,15.1,5.6,91.8,92.26579521,solid,yes,physical,,341.32,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 19.7,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 49.8,ADF substrate (% TS)= 25.8,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01263"
grass,grass,agricultural,,,,14,2.7,15.1,3.8,89.8,91.53674833,solid,yes,physical,,387.96,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 23.7,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 53.5,ADF substrate (% TS)= 30.5,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01264"
grass,grass,agricultural,,,,15.5,2.4,12.1,3.2,91.1,92.64544457,solid,yes,physical,,367.95,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 22.2,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 54.3,ADF substrate (% TS)= 30.8,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01265"
grass,grass,agricultural,,,,15.3,2.4,13.4,2.6,90.3,92.02657807,solid,yes,physical,,371.8,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25.1,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 54.6,ADF substrate (% TS)= 30,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01266"
grass,grass,agricultural,,,,17.3,1.9,10.6,2.6,90.6,93.15673289,solid,yes,physical,,371.25,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 24,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 53.9,ADF substrate (% TS)= 30,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01267"
grass,grass,agricultural,,,,17.2,1.4,8.3,3.2,90.5,94.6961326,solid,yes,physical,,342.1,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.4,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 59.6,ADF substrate (% TS)= 33.5,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01268"
grass,grass,agricultural,,,,15.4,1.8,7.3,3.6,91.5,93.1147541,solid,yes,physical,,316.68,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 23.8,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 58,ADF substrate (% TS)= 32.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01269"
grass,grass,agricultural,,,,7.9,3.6,18.4,5,94,91.27659574,solid,yes,physical,,329.45,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 20.5,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 53.2,ADF substrate (% TS)= 26.2,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01270"
grass,grass,agricultural,,,,16.7,2.9,14.6,2.4,90.4,91.59292035,solid,yes,physical,,363.48,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 21.4,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 51.1,ADF substrate (% TS)= 27.5,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01271"
grass,grass,agricultural,,,,15.6,1.4,7.4,3.4,91.2,93.53070175,solid,yes,physical,,342.1,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 31.1,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 61.9,ADF substrate (% TS)= 35.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01272"
grass,grass,agricultural,,,,21.6,1.4,6.6,3,91,94.94505495,solid,yes,physical,,340.74,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 26.6,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 57,ADF substrate (% TS)= 32.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01273"
grass,grass,agricultural,,,,18.6,1.3,6.7,3.8,91.3,94.19496166,solid,yes,physical,,322.92,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 28.3,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 59.4,ADF substrate (% TS)= 34.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01274"
grass,grass,agricultural,,,,16.9,2.9,14.5,2,89.4,90.71588367,solid,yes,physical,,359.32,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 21.8,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 49.5,ADF substrate (% TS)= 26.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01275"
grass,grass,agricultural,,,,18.1,1.6,7.1,2.6,91,94.17582418,solid,yes,physical,,346.5,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.2,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 57.8,ADF substrate (% TS)= 33,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01276"
grass,grass,agricultural,,,,25.7,1.3,5.9,2.7,91.5,95.19125683,solid,yes,physical,,331.25,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 52.6,ADF substrate (% TS)= 30.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01277"
grass,grass,agricultural,,,,20.8,1.5,5.9,3.6,92.1,94.89685125,solid,yes,physical,,322.92,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.9,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 57.4,ADF substrate (% TS)= 34.2,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01278"
grass,grass,agricultural,,,,9.3,2.7,13.8,5.4,90.1,91.12097669,solid,yes,physical,,335.49,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 28.6,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 62.2,ADF substrate (% TS)= 36.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01279"
grass,grass,agricultural,,,,8.5,2.5,12.2,3.1,91.5,92.02185792,solid,yes,physical,,346.29,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 26.8,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 61.8,ADF substrate (% TS)= 35.7,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01280"
grass,grass,agricultural,,,,10.5,2.3,11.3,3.7,91.2,91.55701754,solid,yes,physical,,342.38,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 30.7,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 64.5,ADF substrate (% TS)= 37.2,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01281"
grass,grass,agricultural,,,,10.8,2.7,9.9,3.5,91.8,92.15686275,solid,yes,physical,,360.25,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.3,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 62.5,ADF substrate (% TS)= 36,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01282"
grass,grass,agricultural,,,,10.8,1.8,6.6,4.4,92.2,93.81778742,solid,yes,physical,,313.5,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 30.4,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 67.7,ADF substrate (% TS)= 40.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01283"
grass,grass,agricultural,,,,10,2.6,9.1,4.3,87.4,89.35926773,solid,yes,physical,,340.26,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25.2,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 59.4,ADF substrate (% TS)= 32.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01284"
grass,grass,agricultural,,,,11.1,3,12.8,6.6,93,91.72043011,solid,yes,physical,,376.38,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 24.5,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 57.3,ADF substrate (% TS)= 31.4,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01285"
grass,grass,agricultural,,,,11.6,2.8,20.3,2.7,89.7,92.41917503,solid,yes,physical,,361.46,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25.2,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 60.3,ADF substrate (% TS)= 29.5,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01286"
grass,grass,agricultural,,,,9.2,2.9,18.5,4.5,91.5,93.22404372,solid,yes,physical,,394.24,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 22.4,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 57.7,ADF substrate (% TS)= 33,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01287"
grass,grass,agricultural,,,,8.9,2.4,14.4,4,90.4,92.69911504,solid,yes,physical,,340.26,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 30.4,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 68.5,ADF substrate (% TS)= 36.7,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01288"
grass,grass,agricultural,,,,8.7,2.2,12.6,3.6,93.2,94.09871245,solid,yes,physical,,354.96,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 65.3,ADF substrate (% TS)= 35.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01289"
grass,grass,agricultural,,,,10.6,1.7,9.9,4.6,91.8,94.44444444,solid,yes,physical,,360.18,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.6,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 65.3,ADF substrate (% TS)= 37.5,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01290"
grass,grass,agricultural,,,,18.4,1.6,6.5,3.3,90.6,92.27373068,solid,yes,physical,,380.01,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 21.1,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 59.1,ADF substrate (% TS)= 30.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01291"
grass,grass,agricultural,,,,14.4,2,14.6,3.1,92.6,92.98056156,solid,yes,physical,,374.22,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 23.3,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 56.8,ADF substrate (% TS)= 29.4,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01292"
grass,grass,agricultural,,,,8.6,2.2,14.1,3.5,90.1,91.67591565,solid,yes,physical,,329.46,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 30.3,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 60.5,ADF substrate (% TS)= 36.1,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01293"
grass,grass,agricultural,,,,10.3,2,11.3,2.2,92.7,93.09600863,solid,yes,physical,,384.72,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.3,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 59.8,ADF substrate (% TS)= 34.5,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01294"
grass,grass,agricultural,,,,9.9,1.8,10.8,3.3,91.3,92.33296824,solid,yes,physical,,328.64,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 32,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 63.8,ADF substrate (% TS)= 37.8,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01295"
grass,grass,agricultural,,,,10.5,1.9,9.3,3.6,92.1,93.05103149,solid,yes,physical,,344.85,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 29.6,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 63.9,ADF substrate (% TS)= 38.4,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01296"
grass,grass,agricultural,,,,11.1,1.7,7.3,4.1,91.2,94.18859649,solid,yes,physical,,332.2,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 30.7,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 66.5,ADF substrate (% TS)= 40,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01297"
