substrate identification,substrate name,substrate class in database,pH,carbon,nitrogen,sugar,fat,protein,lignin,dry matter,organic matter,state,pretreatment,pretreatment type,chemical oxygen demand (COD),Methane yield,Methane yield2,organic loading,organic loading3,experimental scale,reactor liquid volume,reactor gas volume,reactor liquid-to-gas ratio,configuration,buffer type used,buffer type final concentration,enzyme addition to reactor,enzyme brand,microorganisms addition to reactor,microorganism brand,mixing in reactor,rotation velocity,biomass preadaptation to substrates,duration of preadaptation,biomass dilution in reactor,biomass dilution factor,biomass preincubation,preincubation time,particle size of substrate decrease before addition to reactor,particle size of substrate before decrease,particle size of biomass decrease before addition to reactor,biomass dry matter,biomass organic matter,biomass organic matter4,biomass pH,biomass volatile organic acids (VOA),biomass total organic carbon (TOC),VOA/TOC,total nitrogen,ammonium nitrogen,ammonia,chemical oxygen demand (COD)5,temperature range,experimental temperature of anaerobic digestion,additional factor 1,additional factor 2,dry matter6,organic matter7,organic matter8,pH9,volatile organic acids (VOA),total organic carbon (TOC),VOA/TOC10,total nitrogen11,ammonium nitrogen12,ammonia13,chemical oxygen demand (COD)14,additional factor 115,additional factor 216,reference for citation
Waste,MSW,municipal,,,,,,,,,,,,,,125,,2.5,,,,,,semicontinuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,MSW,municipal,,,,,,,,,,,,,,65,,,,,,,,batch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,Synthetic waste,municipal,,,,,,,,,,,,,,21,,,2.17,,,,,batch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thermophilic,55,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,SS,municipal,,,,,,,,,,,,,,129,,,,,,,,batch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,Synthetic waste,municipal,,,,,,,,,,,,,,350,,,,,,,,batch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,SS digestate,municipal,,,,,,,,,,,,,,140,,,,,,,,batch,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,thermophilic,55,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,SS digestate,municipal,,,,,,,,,,,,,,144,,,,,,,,batch,,,,,yes,C. proteolyticus,,,,,,,,,,,,,,,,,,,,,,,thermophilic,55,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,GT (2%) and SS,municipal,,,,,,,,,,,,,,140,,,,,,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,GT (2%) and SS,municipal,,,,,,,,,,,,,,322,,,,,,,,batch,,,yes,Biolipase L,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,GT (5%) and SS,municipal,,,,,,,,,,,,,,161,,,,,,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,GT (5%) and SS,municipal,,,,,,,,,,,,,,365,,,,,,,,batch,,,yes,Biolipase L,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,GT (10%) and SS,municipal,,,,,,,,,,,,,,243,,,,,,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
Waste,GT (10%) and SS,municipal,,,,,,,,,,,,,,434,,,,,,,,batch,,,yes,Biolipase L,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,Romero-G├╝iza. M.S. Vila. J. Mata-Alvarez. J. Chimenos. J.M. Astals. S. 2016. The role of additives on anaerobic digestion: A review. Renewable and Sustainable Energy Reviews. 58. 1486ÔÇô1499
corn stover,corn stover,agricultural,,,,,,,,93.89,82.98,solid,yes,physical-chemical,,335,,11.5,,laboratory,8,2,,semicontinuous,,,,,,,,,,,,,,,,,,8.54,4.57,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,"Liu, C., Wachemo, A.C., Yuan, H., Zou, D., Liu, Y., Zhang, L., Pang, Y., Li, X., 2017. Evaluation of Methane Yield Using Acidogenic Effluent of NaOH Pretreated Corn Stover in Anaerobic Digestion. Renew. Energy. doi:10.1016/j.renene.2017.07.001"
corn stover,corn stover,agricultural,,,,,,,,93.89,82.98,solid,yes,physical-chemical,,205,,11.5,,laboratory,8,2,,semicontinuous,,,,,,,,,,,,,,,,,,8.54,4.57,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,"Liu, C., Wachemo, A.C., Yuan, H., Zou, D., Liu, Y., Zhang, L., Pang, Y., Li, X., 2017. Evaluation of Methane Yield Using Acidogenic Effluent of NaOH Pretreated Corn Stover in Anaerobic Digestion. Renew. Energy. doi:10.1016/j.renene.2017.07.001"
sunflower seed seeds,sunflower seed,agricultural,,46.42,1.25,,,,,84.71,98.77,solid,yes,physical,,64.73,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
peanut,peanut shell,agricultural,,48.34,0.66,,,,,89.76,98.49,solid,yes,physical,,51.27,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
Almond,almond shell,agricultural,,45.88,0.55,,,,,93.64,99.28,solid,yes,physical,,45.38,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
Macadamia nut,Macadamia nut shell,agricultural,,49.1,0.29,,,,,89.63,99.95,solid,yes,physical,,28.6,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
watermelon seeds,Watermelon seeds - shell,agricultural,,46.92,0.62,,,,,91,99.07,solid,yes,physical,,74.9,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
water chestnut,water chestnut - shell,agricultural,,45.81,0.49,,,,,34.38,98.71,solid,yes,physical,,32.2,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
walnut,walnut skin,agricultural,,43.05,1.48,,,,,90.12,84.6,solid,yes,physical,,281.68,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
walnut,walnut shell,agricultural,,45.4,0.38,,,,,91.05,99.2,solid,yes,physical,,46.29,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
pumpkin seed,pumpkin seeds shell,agricultural,,52.82,5.44,,,,,86.97,97.52,solid,yes,physical,,513.34,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
bitter apricot kernel,bitter apricot kernel shell,agricultural,,47.71,0.2,,,,,95.3,97.71,solid,yes,physical,,45.08,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
ginko,ginko shell,agricultural,,49.66,0.13,,,,,89.09,99.23,solid,yes,physical,,46.21,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
pistachio,pistachio shell,agricultural,,45.1,0.03,,,,,94.69,99.07,solid,yes,physical,,142.38,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
Chesnut,chesnut shell,agricultural,,47.43,0.44,,,,,74.34,99.01,solid,yes,physical,,66.99,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
Hazelnut,hazelnut shell,agricultural,,48.63,0.15,,,,,93.22,99.31,solid,yes,physical,,40.03,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
pecan,pecan shell,agricultural,,48.71,0.13,,,,,89.76,98.6,solid,yes,physical,,62.42,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
pine nut,pine nut shell,agricultural,,49.07,0.2,,,,,90.13,99.65,solid,yes,physical,,50.66,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
lotus seed,lotus seed shell,agricultural,,42.14,3.33,,,,,91.72,96.05,solid,yes,physical,,392.6,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
hickory nut,hickory nut shell,agricultural,,51.15,0.36,,,,,97.59,98.14,solid,yes,physical,,52.06,,6,,laboratory,0.25,0.25,,batch,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Shen, J., Yan, H., Zhang, R., Liu, G., Chen, C., 2017. Characterization and methane production of different nut residue wastes in anaerobic digestion. Renew. Energy. doi:10.1016/j.renene.2017.09.018"
potato peel waste,potato peel waste,agricultural,6.5,43.8,4.1,,,,,9.2,82,solid,no,,,239.4,,,,laboratory,0.3,0.5,,batch,sodium bicarbonate,,no,,,,,,,,,,,,,,,3.6,80.1,,7.5,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,"Liang, S., McDonald, A.G., 2015. Anaerobic digestion of pre-fermented potato peel wastes for methane production. Waste Manag. 46, 197ÔÇô200. doi:10.1016/j.wasman.2015.09.029"
potato peel fermentation residue,potato peel fermentation residue,agricultural,4.2,47.8,4.1,,,,,12.2,79.5,solid,yes,fermentation,,273,,,,laboratory,0.3,0.5,,batch,sodium bicarbonate,,no,,,,,,,,,,,,,,,3.6,80.1,,7.5,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,"Liang, S., McDonald, A.G., 2015. Anaerobic digestion of pre-fermented potato peel wastes for methane production. Waste Manag. 46, 197ÔÇô200. doi:10.1016/j.wasman.2015.09.029"
potato peel fermentation residue,potato peel fermentation residue,agricultural,4.2,47.8,4.1,,,,,12.2,79.5,solid,yes,fermentation,,150,,,,laboratory,0.3,0.5,,batch,sodium bicarbonate,,no,,,,,,,,,,,,,,,3.6,80.1,,7.5,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,"Liang, S., McDonald, A.G., 2015. Anaerobic digestion of pre-fermented potato peel wastes for methane production. Waste Manag. 46, 197ÔÇô200. doi:10.1016/j.wasman.2015.09.029"
potato peel fermentation residue,potato peel fermentation residue,agricultural,4.2,47.8,4.1,,,,,12.2,79.5,solid,yes,fermentation,,118,,,,laboratory,0.3,0.5,,batch,sodium bicarbonate,,no,,,,,,,,,,,,,,,3.6,80.1,,7.5,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,"Liang, S., McDonald, A.G., 2015. Anaerobic digestion of pre-fermented potato peel wastes for methane production. Waste Manag. 46, 197ÔÇô200. doi:10.1016/j.wasman.2015.09.029"
vinasse,vinasse,industrial,,46.03,3.55,,,,24.2,42.57,86.54,liquid,no,,,247.3,,,,laboratory,0.15,0.1,,batch,CaCO3,6.67,no,,,,yes,120,,,,,,,,,,4.65,71.13,,,,,,,,,,mesophilic,37,biomass was boiled for 30 minutes to inhibit activity of methanogens,one stage anaerobic digestion design,,,,,,,,,,,,,,"Fu, S.-F., Xu, X.-H., Dai, M., Yuan, X.-Z., Guo, R.-B., 2017. Hydrogen and methane production from vinasse using two-stage anaerobic digestion. Process Saf. Environ. Prot. 107, 81ÔÇô86. doi:10.1016/j.psep.2017.01.024"
vinasse,vinasse,industrial,,46.03,3.55,,,,24.2,42.57,86.54,liquid,no,,,274,,,,laboratory,0.15,0.1,,batch,CaCO3,6.67,no,,,,yes,120,,,,,,,,,,4.65,71.13,,,,,,,,,,mesophilic,37,biomass was boiled for 30 minutes to inhibit activity of methanogens,two stage anaerobic digestion design,,,,,,,,,,,,,,"Fu, S.-F., Xu, X.-H., Dai, M., Yuan, X.-Z., Guo, R.-B., 2017. Hydrogen and methane production from vinasse using two-stage anaerobic digestion. Process Saf. Environ. Prot. 107, 81ÔÇô86. doi:10.1016/j.psep.2017.01.024"
fresh vinegar residue,fresh vinegar residue,industrial,3.49,45.15,2.45,,4.28,10.51,,,93.55,,yes,unspecified,,273,,,,laboratory,2,0.5,,batch,,,no,,,,,,yes,40,,,,,,,,,73.94,,7.59,,,,,,,,mesophilic,35,hydrothermal pretreatment,,,,,,,,,,,,,,,"Ran, G., Li, D., Zheng, T., Liu, X., Chen, L., Cao, Q., Yan, Z., 2017. Hydrothermal pretreatment on the anaerobic digestion of washed vinegar residue. Bioresour. Technol. doi:10.1016/j.biortech.2017.06.068"
washed vinegar residue,washed vinegar residue,industrial,,,,,,,,,,,yes,unspecified,,199,,,,laboratory,2,0.5,,batch,,,no,,,,,,yes,40,,,,,,,,,73.94,,7.59,,,,,,,,mesophilic,35,hydrothermal pretreatment,,,,,,,,,,,,,,,"Ran, G., Li, D., Zheng, T., Liu, X., Chen, L., Cao, Q., Yan, Z., 2017. Hydrothermal pretreatment on the anaerobic digestion of washed vinegar residue. Bioresour. Technol. doi:10.1016/j.biortech.2017.06.068"
washed leachate from vinegar,washed leachate from vinegar,industrial,,,,,,,,,,,yes,unspecified,,306.9,,,,laboratory,2,0.5,,batch,,,no,,,,,,yes,40,,,,,,,,,73.94,,7.59,,,,,,,,mesophilic,35,hydrothermal pretreatment,,,,,,,,,,,,,,,"Ran, G., Li, D., Zheng, T., Liu, X., Chen, L., Cao, Q., Yan, Z., 2017. Hydrothermal pretreatment on the anaerobic digestion of washed vinegar residue. Bioresour. Technol. doi:10.1016/j.biortech.2017.06.068"
acetate,acetate,industrial,,,,,,,,,,solid,no,,,,580,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
propionate,propionate,industrial,,,,,,,,,,solid,no,,,,530,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
pyrivate,pyrivate,industrial,,,,,,,,,,solid,no,,,,240,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
butyrate,butyrate,industrial,,,,,,,,,,solid,no,,,,430,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
lactate,lactate,industrial,,,,,,,,,,solid,no,,,,170,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
valerate,valerate,industrial,,,,,,,,,,solid,no,,,,490,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
formate,formate,industrial,,,,,,,,,,solid,no,,,,440,,,laboratory,0.5,0.27,,batch,carbonates,,no,,,,,,,,,,yes,20,,,,,,,,,,,,,,,mesophilic,37,,,,,,,,,,,,,,,,"Yang, Y., Chen, Q., Guo, J., Hu, Z., 2015. Kinetics and methane gas yields of selected C1 to C5 organic acids in anaerobic digestion. Water Res. 87, 112ÔÇô118. doi:10.1016/j.watres.2015.09.012"
millet,millet - Panicum Miliaceum L.,agricultural,,,,,,,,21.8,92,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garcia, N.H., Mattioli, A., Gil, A., Frison, N., Battista, F., Bolzonella, D., 2019. Evaluation of the methane potential of different agricultural and food processing substrates for improved biogas production in rural areas. Renew. Sustain. Energy Rev. 112, 1ÔÇô10. doi:10.1016/J.RSER.2019.05.040"
Barley,Barley - Hordeum distichon L.rowhead,agricultural,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weiland, P., 2003. Production and energetic use of biogas from energy crops and wastes in Germany. Appl. Biochem. Biotechnol. 109, 263ÔÇô274. doi:10.1385/ABAB:109:1-3:263"
barley straw,barley straw,agricultural,7.87,,0.99,,,,9.6,90.5,94.3,solid,yes,physical,,229,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
tomato,tomato skin and seeds,agricultural,4.7,,3.34,,,,3.56,32,97.8,,,,,218,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
Rice straw,Rice straw,agricultural,8.14,,0.88,,,,8.33,88.7,91.9,solid,yes,physical,,195,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
Grape stalks,Grape stalks,agricultural,4.4,,1.99,,,,23.3,311,91.9,,,,,98,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
Maize drying up residues,Maize drying up residues,agricultural,5.05,,1.29,,,,2.33,81.8,97.5,,,,,317,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
Whey,Whey,agricultural,5.2,,1.83,,,,,6.86,91.1,,,,,501,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
Grape marcs,Grape marcs,agricultural,3.58,,2.3,,,,23.9,61.4,90.7,,,,,116,,,,laboratory,2,,,batch,,,,,,,,,,,,,,,,,,7.62,70,,8,,,,,,,,mesophilic,40,,,,,,,,,,,,,,,,"Dinuccio, E., Balsari, P., Gioelli, F., Menardo, S., 2010. Evaluation of the biogas productivity potential of some Italian agro-industrial biomasses. Bioresour. Technol. 101, 3780ÔÇô3783. doi:10.1016/J.BIORTECH.2009.12.113"
manure,Raw dairy manure,agricultural,,,,16.5,16.1,5.7,13.8,12.4,82,,,,124000,242.7,,,,laboratory,0.25,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,35,,,,,,,,,,,,,,,,"Labatut, R.A., Angenent, L.T., Scott, N.R., 2011. Biochemical methane potential and biodegradability of complex organic substrates. Bioresour. Technol. 102, 2255ÔÇô2264. doi:10.1016/J.BIORTECH.2010.10.015"
